KKS,Medium,Medium_processed,Fluid Group,DN,PS [bar(g)],Category,Category Details
4 HJX20 BR130,Service Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
4 HLC10 BR710,Waste Water,Liquids,2,50,1.5,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=1.5, DN=50.0, PS*DN=75.0)"
4 HLC10 BR720,Waste Water,Liquids,2,50,1.5,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=1.5, DN=50.0, PS*DN=75.0)"
4 HLC10 BR730,Waste Water,Liquids,2,50,1.5,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=1.5, DN=50.0, PS*DN=75.0)"
4 HLX50 BR900,Instrument Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
4 HLX60 BR900,Instrument Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
4 HLX60 BR910,Instrument Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
4 HLX60 BR920,Instrument Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
4 HLX60 BR930,Instrument Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
4 HLX60 BR940,Instrument Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
4 HNE10 BR700,Waste Water,Liquids,2,50,1.5,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=1.5, DN=50.0, PS*DN=75.0)"
4 HNX10 BR900,Service Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
4 HNX20 BR900,Service Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
4 HNX50 BR900,Instrument Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
4 HNX51 BR900,Instrument Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
4 HNX51 BR910,Instrument Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
4 HNX51 BR920,Instrument Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
4 HNX51 BR930,Instrument Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
4 HNX51 BR940,Instrument Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
4 HNX51 BR950,Instrument Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
4 HRR30 BR100,Nitrogen,Gases,2,25,6,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=6.0, DN=25.0, PS*DN=150.0)"
4 HRR30 BR105,Nitrogen,Gases,2,25,6,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=6.0, DN=25.0, PS*DN=150.0)"
4 HRR30 BR110,Nitrogen,Gases,2,25,6,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=6.0, DN=25.0, PS*DN=150.0)"
4 HRR30 BR120,Nitrogen,Gases,2,25,6,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=6.0, DN=25.0, PS*DN=150.0)"
4 HRR30 BR130,Nitrogen,Gases,2,25,6,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=6.0, DN=25.0, PS*DN=150.0)"
4 HRR30 BR140,Nitrogen,Gases,2,25,6,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=6.0, DN=25.0, PS*DN=150.0)"
4 HRR30 BR150,Nitrogen,Gases,2,25,6,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=6.0, DN=25.0, PS*DN=150.0)"
4 HRR30 BR160,Nitrogen,Gases,2,25,6,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=6.0, DN=25.0, PS*DN=150.0)"
4 HRR30 BR170,Nitrogen,Gases,2,25,6,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=6.0, DN=25.0, PS*DN=150.0)"
4 HRR30 BR180,Nitrogen,Gases,2,25,6,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=6.0, DN=25.0, PS*DN=150.0)"
4 HRR30 BR190,Nitrogen,Gases,2,25,6,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=6.0, DN=25.0, PS*DN=150.0)"
4 HRR30 BR200,Nitrogen,Gases,2,25,6,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=6.0, DN=25.0, PS*DN=150.0)"
4 HRR30 BR210,Nitrogen,Gases,2,25,6,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=6.0, DN=25.0, PS*DN=150.0)"
4 HRR30 BR220,Nitrogen,Gases,2,25,6,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=6.0, DN=25.0, PS*DN=150.0)"
4 HRX55 BR900,Instrument Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
4 HSK10 BR100,Ammonia Water,Liquids,2,25,14,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=14.0, DN=25.0, PS*DN=350.0)"
4 HSK10 BR900,Instrument Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
4 HSK10 BR905,Instrument Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
4 HSK11 BR900,Instrument Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
4 HSK12 BR900,Instrument Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
4 HSK20 BR100,Service Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
4 HSK20 BR900,Instrument Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
4 HTE10 BR850,Service Air,Gases,2,15,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=15.0, PS*DN=120.0)"
4 HTE10 BR950,Service Air,Gases,2,100,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=100.0, PS*DN=800.0)"
4 HTE10 BR960,Service Air,Gases,2,65,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=65.0, PS*DN=520.0)"
4 HTE10 BR970,Service Air,Gases,2,100,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=100.0, PS*DN=800.0)"
4 HTE10 BR980,Service Air,Gases,2,65,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=65.0, PS*DN=520.0)"
4 HTE11 BR950,Service Air,Gases,2,50,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=50.0, PS*DN=400.0)"
4 HTE12 BR950,Service Air,Gases,2,50,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=50.0, PS*DN=400.0)"
4 HTE13 BR950,Service Air,Gases,2,50,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=50.0, PS*DN=400.0)"
4 HTE14 BR950,Service Air,Gases,2,50,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=50.0, PS*DN=400.0)"
4 HTE15 BR950,Service Air,Gases,2,50,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=50.0, PS*DN=400.0)"
4 HTE16 BR950,Service Air,Gases,2,50,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=50.0, PS*DN=400.0)"
4 HTE17 BR950,Service Air,Gases,2,50,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=50.0, PS*DN=400.0)"
4 HTE18 BR950,Service Air,Gases,2,50,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=50.0, PS*DN=400.0)"
4 HTE19 BR950,Service Air,Gases,2,50,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=50.0, PS*DN=400.0)"
4 HTE20 BR950,Service Air,Gases,2,50,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=50.0, PS*DN=400.0)"
4 HTE21 BR950,Service Air,Gases,2,50,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=50.0, PS*DN=400.0)"
4 HTE22 BR950,Service Air,Gases,2,50,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=50.0, PS*DN=400.0)"
4 HTU01 BR100,Process Water,Liquids,2,40,5.6,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=5.6, DN=40.0, PS*DN=224.0)"
4 HTU10 BR730,Waste Water,Liquids,2,80,1.5,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=1.5, DN=80.0, PS*DN=120.0)"
4 HTU10 BR740,Waste Water,Liquids,2,100,1.5,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=1.5, DN=100.0, PS*DN=150.0)"
4 HTU10 BR750,Waste Water,Liquids,2,100,1.5,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=1.5, DN=100.0, PS*DN=150.0)"
4 HTU10 BR760,Waste Water,Liquids,2,100,1.5,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=1.5, DN=100.0, PS*DN=150.0)"
4 HTU20 BR120,Process Water,Liquids,2,32,36,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=36.0, DN=32.0, PS*DN=1152.0)"
4 HTU21 BR110,Process Water,Liquids,2,32,36,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=36.0, DN=32.0, PS*DN=1152.0)"
4 HTU21 BR120,Process Water,Liquids,2,32,36,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=36.0, DN=32.0, PS*DN=1152.0)"
4 HTU22 BR110,Process Water,Liquids,2,32,36,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=36.0, DN=32.0, PS*DN=1152.0)"
4 HTU22 BR120,Process Water,Liquids,2,32,36,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=36.0, DN=32.0, PS*DN=1152.0)"
4 HTU23 BR120,Process Water,Liquids,2,32,36,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=36.0, DN=32.0, PS*DN=1152.0)"
4 HTU24 BR120,Process Water,Liquids,2,32,36,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=36.0, DN=32.0, PS*DN=1152.0)"
4 HTU31 BR910,Air,Gases,2,50,0.6,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=0.6, DN=50.0, PS*DN=30.0)"
4 HTU31 BR920,Air,Gases,2,25,0.6,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=0.6, DN=25.0, PS*DN=15.0)"
4 HTU32 BR910,Air,Gases,2,50,0.6,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=0.6, DN=50.0, PS*DN=30.0)"
4 HTU32 BR920,Air,Gases,2,25,0.6,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=0.6, DN=25.0, PS*DN=15.0)"
4 HTU33 BR920,Air,Gases,2,25,0.6,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=0.6, DN=25.0, PS*DN=15.0)"
4 HTU34 BR920,Air,Gases,2,25,0.6,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=0.6, DN=25.0, PS*DN=15.0)"
4 HTU40 BR910,Service Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
4 HTU40 BR920,Service Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
4 HTU40 BR930,Service Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
4 HTU40 BR940,Service Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
4 HTU41 BR110,Process Water,Liquids,2,25,36,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=36.0, DN=25.0, PS*DN=900.0)"
4 HTU41 BR120,Process Water,Liquids,2,25,36,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=36.0, DN=25.0, PS*DN=900.0)"
4 HTU42 BR110,Process Water,Liquids,2,25,36,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=36.0, DN=25.0, PS*DN=900.0)"
4 HTU42 BR120,Process Water,Liquids,2,25,36,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=36.0, DN=25.0, PS*DN=900.0)"
4 HTU43 BR120,Process Water,Liquids,2,25,36,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=36.0, DN=25.0, PS*DN=900.0)"
4 HTU44 BR120,Process Water,Liquids,2,25,36,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=36.0, DN=25.0, PS*DN=900.0)"
4 HTU50 BR310,Process Water,Liquids,2,32,36,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=36.0, DN=32.0, PS*DN=1152.0)"
4 HTX10 BR950,Service Air,Gases,2,100,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=100.0, PS*DN=800.0)"
4 HTX15 BR900,Service Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
4 HTX15 BR910,Service Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
4 HTX15 BR920,Service Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
4 HTX20 BR910,Service Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
4 HTX40 BR900,Service Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
4 HTX41 BR910,Service Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
4 HTX42 BR930,Service Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
4 HTX50 BR900,Instrument Air,Gases,2,32,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=32.0, PS*DN=256.0)"
4 HTX50 BR905,Instrument Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
4 HTX50 BR910,Instrument Air,Gases,2,32,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=32.0, PS*DN=256.0)"
4 HTX50 BR920,Instrument Air,Gases,2,32,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=32.0, PS*DN=256.0)"
4 HTX51 BR900,Instrument Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
4 HTX52 BR900,Instrument Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
4 HTX53 BR900,Instrument Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
4 HTX54 BR900,Instrument Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
4 HTX55 BR900,Instrument Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
4 HTX56 BR900,Instrument Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
4 HTX57 BR900,Instrument Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
